name,handedness,height,weight,avg,HR,count
Steve Nicosia,Right Handed,70,185,0.248,11,1
Ted Savage,Right Handed,73,185,0.233,34,1
Pete Mackanin,Right Handed,74,190,0.226,30,1
Rich Dauer,Right Handed,72,180,0.257,43,1
Mick Kelleher,Right Handed,69,176,0.213,0,1
Rowland Office,Left Handed,72,170,0.259,32,1
Rick Leach,Left Handed,73,180,0.268,18,1
Dwayne Murphy,Left Handed,73,185,0.246,166,1
Larry Harlow,Left Handed,74,185,0.248,12,1
Mike Epstein,Left Handed,75,230,0.244,130,1
Jerry Mumphrey,Switch Hitter,74,185,0.289,70,1
Don Sutton,Right Handed,73,185,0.144,0,1
Glenn Beckert,Right Handed,73,190,0.283,22,1
Ron Davis,Right Handed,72,175,0.233,10,1
Mike Shannon,Right Handed,75,195,0.255,68,1
Jason Thompson,Left Handed,76,200,0.261,208,1
Wayne Tolleson,Switch Hitter,69,160,0.241,9,1
John Leister,Right Handed,74,200,0,0,1
Don Cooper,Right Handed,73,185,0,0,1
Mike Jorgensen,Left Handed,72,195,0.243,95,1
Ed Romero,Right Handed,71,160,0.247,8,1
Rick Joseph,Right Handed,73,192,0.243,13,1
Cecil Cooper,Left Handed,74,165,0.298,241,1
Bill Almon,Right Handed,75,180,0.254,36,1
Joe Ferguson,Right Handed,74,200,0.24,122,1
Jeff Jones,Right Handed,75,210,0,0,1
Jerry Terrell,Right Handed,71,165,0.253,4,1
John Poloni,Left Handed,77,210,0,0,1
Dave Revering,Left Handed,76,210,0.265,62,1
Curt Ford,Left Handed,70,150,0.245,7,1
Jerry Dybzinski,Right Handed,74,180,0.234,3,1
Mike Willis,Left Handed,74,205,0,0,1
Bob Burda,Left Handed,71,174,0.224,13,1
Jesse Gonder,Left Handed,70,180,0.251,26,1
Gary Sutherland,Right Handed,72,185,0.243,24,1
Bob Coluccio,Right Handed,71,183,0.22,26,1
Dave Rader,Left Handed,71,165,0.257,30,1
Ron Gardenhire,Right Handed,72,175,0.232,4,1
Bill Sharp,Left Handed,70,178,0.255,9,1
Alan Bannister,Right Handed,71,170,0.27,19,1
Bob Watson,Right Handed,72,201,0.295,184,1
Ken Harrelson,Right Handed,74,190,0.239,131,1
Bobby Wine,Right Handed,73,187,0.215,30,1
Stefan Wever,Right Handed,80,245,0,0,1
John Kennedy,Right Handed,72,185,0.225,32,1
Chico Ruiz,Switch Hitter,72,169,0.24,2,1
Dave Johnson,Right Handed,73,183,0,0,1
Gail Hopkins,Left Handed,70,198,0.266,25,1
Doug Frobel,Left Handed,76,196,0.201,20,1
Luis Melendez,Right Handed,72,165,0.248,9,1
Jerry Augustine,Left Handed,72,183,0,0,1
Bill Plummer,Right Handed,73,190,0.188,14,1
Buck Rodgers,Switch Hitter,74,190,0.232,31,1
Phil Niekro,Right Handed,73,180,0.169,7,1
Jeff Holly,Left Handed,77,210,0,0,1
Tom Poquette,Left Handed,70,175,0.268,10,1
Eric Hetzel,Right Handed,75,175,0,0,1
Brian Asselstine,Left Handed,73,175,0.254,12,1
Rick Miller,Left Handed,72,175,0.269,28,1
Ed Charles,Right Handed,70,170,0.263,86,1
Luis Gomez,Right Handed,69,150,0.21,0,1
Dave Lemanczyk,Right Handed,76,235,0,0,1
Al Jones,Right Handed,76,210,0,0,1
Floyd Rayford,Right Handed,70,190,0.244,38,1
Sam Hinds,Right Handed,78,215,0,0,1
Tony Conigliaro,Right Handed,75,185,0.264,166,1
Clay Christiansen,Right Handed,77,205,0,0,1
Jim Barr,Right Handed,75,205,0.162,1,1
Jerry Remy,Left Handed,69,165,0.275,7,1
Larry Rothschild,Left Handed,74,180,0,0,1
Frank Duffy,Right Handed,73,180,0.232,26,1
Gary Lance,Switch Hitter,75,195,0,0,1
Tom O'Malley,Left Handed,72,180,0.256,13,1
Phil Garner,Right Handed,70,175,0.26,109,1
Larry Pashnick,Right Handed,75,205,0,0,1
Todd Fischer,Right Handed,70,170,0,0,1
